authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
"Ali Asadipour, Kurt Debattista, Vinod Patel, Alan Chalmers",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""a team of medical tutors and their first year students were actively involved in this study.\"" - Methods: Methodology (section 3)"", ""A2 Iteration: \""The early version of the prototype was made to demonstrate the concept of a technology-aided training interface. It was evaluated by a team of medical tutors (Focus Group) to identify a list of design refinements before the data collection stages.\"" and \""One tutor ... was invited in a series of follow up meetings throughout the iterative design process\"" - Methods: Prototyping the Educational Interface (section 3.1) and Design (section 5.2.1)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Elicitation of user requirements ... qualitative and quantitative data have been collected in different stages of this research via a series of User Centred Design (UCD) methods.\"" (Understanding users) ; \""Creation of a Proof of Concept Model ... The medical tutors' palpation data were analysed ... to create a proof-of-concept model\"" (Ideation/ground-truth) ; \""Prototyping the Educational Interface\"" and \""The initial wearable prototype ... ParsGlove\"" (Prototyping) ; \""Evaluation Study ... A Usability Test method was used in the final stage of this study ... Twenty three first year medical students ... were invited to perform three palpation tasks ...\"" (Evaluation) - Methods: Methodology (section 3), Creation of a Proof of Concept Model (section 3.3), Palpation Training System (section 5), Evaluation Study (section 7)""], ""TASKS_elements"": [""\""due to a lack of available off-the-shelf measurement interfaces with the flexibility required for this study. Moreover, additional factors such as budget restrictions and time commitments were influential in making this decision.\"" - Prototyping the Educational Interface (section 3.1) - [Shows resource limits that forced the team to build a custom prototype rather than adopt existing tools]"", ""\""It was difficult to find a female participant in the Large category as no one within that category volunteered ... Just prior to the start of the data collection, the male participant in the medium body category withdrew.\"" - Participants (section 6.3) - [Shows participant access/recruitment issues that constrained sampling and data collection decisions]"", ""\""Four senior clinical tutors were involved in order to develop a ground theory in a limited timeframe and more collaboration from experts are required to improve efficiency and reliability of the proposed approach.\"" - Limitations (section 8.1 Sampling and Data Collection) - [Shows limited expert participation/resource/time constraints that affected the designers' ability to develop a more robust gold-standard model]"", ""\""Ergonomics Method: As noted in section 2.3.2 ethnography ... is a costly and time consuming method ... As part of the future work participation in several formal training sessions is planned\"" - Limitations (section 8.1 Ergonomics Method) - [Shows methodological/time/resource constraint that affected choice of methods and the extent of designer-led field work]""]}",,Asadipour et al. - 2020 - A technology aided multi modal training approach to assist abdominal palpation training and its asse.txt,"Condition A: satisfied - The paper documents active user involvement (medical tutors and students), explicit iterative refinements of prototypes, and all four lifecycle phases (user requirements elicitation, ideation/proof-of-concept, prototyping of ParsGlove/PTS, and evaluation with students).; Condition B: satisfied - The manuscript reports designer-facing constraints including lack of suitable off-the-shelf hardware leading to in-house prototyping (budget/time), participant recruitment/withdrawal issues, and limited expert sample size/time which affected development of the gold-standard model.; Final rationale: Both the full HCD cycle (A1–A3) and at least one valid designer task/constraint (resource limits, participant access, limited expert involvement) are explicitly reported in Methods, Results, and Limitations; therefore the study meets inclusion criteria.",A Technology-aided Multi-modal Training Approach to Assist Abdominal Palpation Training and its Assessment in Medical Education
"Chao Long Azad, Laura K. Beres, Albert W. Wu, Allan Fong, Aviram M. Giladi",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""We conducted semi-structured interviews with three participant groups (patients, caregivers, and clinic staff) to understand PROM usability, instrument design, perceived completion barriers, and completion strategies employed.\"" - Methods: Discovery interviews"", ""A2 Iteration: \""Prototypes underwent three rounds of iterative refinement by the research team... This round of refinement incorporating the CAB’s feedback was the fourth and final round.\"" - Methods: Prototyping / Community feedback"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Direct observation...\"" (understanding) \""The ideation workshop...\"" (ideation) \""Ideas from the workshop were translated into six features that were built into a low-fidelity prototype...\"" (prototyping) \""To ensure the completeness, credibility, and validity of our findings... we conducted additional interviews that included member-checking of findings from prior phases.\"" (evaluation/member-checking) - Methods: Direct observation / Ideation workshop / Prototyping / Member-checking interviews""], ""TASKS_elements"": [""\""We may have missed some relevant perspectives. For example, patients with cognitive disabilities or with poor English proficiency may have perspectives that differ from the broader low print literacy population.\"" - Limitations - Why it shows a designer barrier: This limitation indicates reduced data diversity and missing stakeholder perspectives that affected the designers' ability to fully capture varied user needs during design activities."", ""\""Our community advisory board included only eight members, so our community input beyond those directly associated with the study came from a relatively small number of individuals.\"" - Limitations - Why it shows a designer barrier: A small CAB limited the breadth of community feedback available to designers, constraining community-engaged design input and potentially affecting iteration decisions."", ""\""Staff participants highlighted that they disliked having to administer more than one mode of PROM completion (e.g., paper and pencil vs. tablet vs. staff-administration), and preferred one uniform, streamlined process.\"" - Results: Discovery interviews - Why it shows a designer barrier: This stakeholder implementation constraint forced designers to accommodate staff workflow limitations, requiring the team to design a single customizable instrument rather than multiple mode-specific solutions.""]}",,Azad C.L. et al. - 2024 - Developing a multimedia patient reported outcomes measure for low literacy patients with a human cen.txt,"Condition A: satisfied - The study documents active user involvement (discovery interviews, member-checking, CAB feedback), explicit iterative refinement (multiple prototype rounds and final CAB-driven refinements), and all four HCD phases (direct observation/interviews for understanding, ideation workshop, prototyping in Figma, and member-checking evaluation).; Condition B: satisfied - The limitations and discovery findings describe concrete constraints that affected the design process: missing perspectives (reduced data diversity), a small CAB limiting community input, and staff workflow constraints that required designers to adapt the instrument design.; Final rationale: The paper reports a full HCD cycle with iterative user-involved design and documents designer-facing constraints that impacted design decisions and activities; therefore it meets both Condition A and Condition B and should be included.",Developing a multimedia patient-reported outcomes measure for low literacy patients with a human-centered design approach
Julie Baca; Wes Monceaux; Keith Rappold; Patti Duett; Kimba Buchanan; Scotty Swillie; Glen Browning,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: In adherence to user-centered design, a user group (UG) was formed to serve as participants in the design of the ezHPC software. - Abstract / Introduction"", ""A2 Iteration: Prototypes are under development for regular reviews by the UG, followed by iterative refinement. Also, Prototyping involves iteratively generating interface designs and refining them based on user feedback. - Abstract / 3. Prototyping"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): Understanding users: Prior to the workshop, each participant replied to a brief e-mail survey with the purpose of eliciting a broad view of the typical user workflow. - 2.1 Preworkshop Data; Ideation: The workflow analysis shown in Figure 1 was used to initiate a focus group session held the first morning of the workshop. - 2.2 Workshop Focus Group Data; Prototyping: The team began prototyping the new interface design once feedback was given on the prioritized usability results. - 3. Prototyping; Evaluation: At the completion of the morning focus group session, participants engaged in a usability evaluation, in which they performed a variety of tasks using the current ezHPC interface and then evaluated its ease of use via a questionnaire. - 2.3 Usability Evaluation""], ""TASKS_elements"": [""To reiterate, this interface was designed by a skilled, experienced programming team, though untrained in usability. - 2.4 Usability Evaluation - This indicates a designer skill/knowledge gap (designers lacked usability expertise), a constraint affecting the design process and motivating adoption of user-centered methods.""]}",,Baca J. et al. - 2007 - ezHPC Adopting a program wide user centered design approach to the ezHPC user interface.txt,"Condition A: satisfied - explicit user involvement (UG, surveys, workshop), clear iterative prototyping and review cycles, and documented evidence of all four lifecycle phases (understanding via survey/focus group, ideation in workshop, prototyping mockups, and evaluation via usability walkthrough and user testing).; Condition B: satisfied - the paper explicitly states the programming/design team was untrained in usability, a skill/knowledge gap that affected how the interface was initially designed and motivated usability activities.; Final rationale: The study reports a full HCD cycle with active user involvement and iteration, and it documents a designer-facing constraint (lack of usability training). Both Condition A and B are met, so include.","ezHPC: Adopting a Program-wide, User-centered Design Approach to the ezHPC User Interface"
Nilanjana Bairagi; Prathmesh Mahajani,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""User feedback was taken to improve the design and during the material selection process. Prototypes were developed and feedback was taken from the stakeholders.\"" - 15.2 Research Methodology"", ""A2 Iteration: \""Based on the feedback and observations, the prototype was modified and redesigned before the development of the final design.\"" - 15.2 Research Methodology"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""This is done through an ethnographic research approach where the users were studied in a real environment in their home setting or home-cum-rehabilitation center... Users were also interviewed to study the ease of using a walker and performing daily tasks. Empathy mapping was carried out to understand these needs\"" (Understanding) - 15.2 Research Methodology; \""Designs were conceptualized based on the initial research.\"" (Ideation) - 15.4 Development of Concept Sketches; \""To meet the basic requirements of stability and durability, different materials were explored like steel, plastic, and organic materials... The prototype was developed to check the feasibility of bending the material, the stability of the structure, and weight assessment\"" (Prototyping) - 15.5 Prototyping; \""User testing of the rattan cane walker was carried out in real set up... To study the difference in their gait speed, two elderly volunteers are asked to travel 12 m distance using conventional walker v/s rattan cane walker... The results of the user testing indicate that the average gait speed...\"" (Evaluation) - 15.6 User Testing""], ""TASKS_elements"": [""\""In terms of steel, low-scale frugal prototypes are made using locally sourced galvanized wire (GI) wire and parts of the Mechanix tool kit. To reduce the weight of the walker, lightweight polyvinyl chloride (PVC) pipes were also explored. It was observed that lightweight PVC structures are prone to bending and twisting.\"" - 15.5 Prototyping - This describes a process/technical issue experienced by the designers (material choice causing prototyping failures) that forced them to adapt materials and approach."", ""\""From the user’s feedback, it is found that the legs of the walker may be prone to wearing off, thereby leading to instability of the walker. To overcome this problem, rubber stubs for walker’s legs were designed.\"" - 15.6 User Testing - This documents a design constraint discovered during testing that required designers to modify the prototype (an implementation barrier affecting design activities).""]}",,Bairagi N. and Mahajani P. - 2021 - Redesigning Walker for Elderly.txt,"Condition A: satisfied - The study documents active user involvement shaping design, explicit iterative modification of prototypes, and all four lifecycle phases (ethnographic understanding, concept generation, prototyping, and user evaluation).; Condition B: satisfied - The paper reports process/technical issues encountered by designers (PVC prototypes bending/twisting and leg wear leading to added rubber stubs), which forced adaptations during design and prototyping.; Final rationale: Both the full HCD cycle (A1, A2, A3) and at least one designer-experienced task/constraint are evidenced in Methods/Results/Prototyping/User Testing, meeting inclusion criteria.",Chapter 15
Jacqueline M. Soegaard Ballester; Geoffrey D. Bass; Richard Urbani; Glenn Fala; Rutvij Patel; Damien Leri; Jackson M. Steinkamp; Joshua L. Denson; Roy Rosin; Srinath Adusumalli; Clarence William Hanson; Ross Koppel; Subha Airan-Javia,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""We employed user-centered design and Agile development methodologies... We first created mockups of user interfaces with focus groups from different disciplines and training levels (9 physicians, 2 medical students, 1 nurse, 1 social worker, and 1 user experience designer). ... Once the interface achieved high levels of intuitiveness and usability based on qualitative feedback from further focus group sessions with >60 clinicians...\"" - [Methods, Development Methodology]"", ""A2 Iteration: \""Initial front-end prototypes were adjusted iteratively using a staging database to input testing data. Once the interface achieved high levels of intuitiveness and usability based on qualitative feedback... This approach maximized our ability to gather early user feedback to guide the evolution of future versions and feature enhancements. Development of these iterative improvements continued well past implementation.\"" - [Methods, Development Methodology / Implementation]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""user inquiries revealed that shift-to-shift handoff was only one of many workflows needing better support\"" (understanding users); \""We first created mockups of user interfaces\"" (ideation); \""Initial front-end prototypes were adjusted iteratively using a staging database to input testing data\"" (prototyping); \""We assessed acceptance via usage metrics, user observations, time–motion studies, and user surveys.\"" - [Objective / Methods / Development Methodology / Usage Measurements and User Perceptions]""], ""TASKS_elements"": [""\""The implementation team consisted of two to three part-time clinical members for training and support and two to four part-time developers for building new features, addressing bugs and issues, and technical support.\"" - [Methods, Implementation] - [Why it shows a designer barrier: indicates resource limits (part-time staffing) that constrained designers' capacity for development, training, and support.]"", ""\""During pilot phases, application feedback was provided via an external electronic survey. This was poorly utilized and posed challenges to timely responses for our development team. We therefore transitioned to an in-application feedback mechanism.\"" - [Discussion] - [Why it shows a designer barrier: describes a process issue that hindered the development team's ability to receive and respond to user feedback, forcing a change in feedback mechanism.]"", ""\""We did encounter challenges to implementing our application, including availability of mobile devices for users and mobile device battery depletion.\"" - [Discussion] - [Why it shows a designer barrier: hardware availability and battery constraints limited designers' ability to ensure intended mobile workflows and required workarounds or design adaptations.]"", ""\""use of Carelign on mobile devices while en route to see patients revealed uneven coverage in nonclinical areas (e.g., hallways, staircases, and elevators). This recognition prompted efforts to improve network coverage to support such ambulatory use.\"" - [Discussion] - [Why it shows a designer barrier: technical infrastructure (network coverage) impeded intended mobile functionality and required infrastructure changes that affected implementation and design decisions.]"", ""\""Our decision to build the application alongside (rather than within) the main EHR was largely motivated by our requirement of supporting a mobile, paperless handoff and rounding workflow. This was not possible within our EHR at the time (Allscripts) nor within the EHR our health system planned to implement shortly thereafter (Epic). Moreover, our team needed a platform that enabled rapid development with frequent iterations, which is often not feasible in a large, foundational application such as the EHR of a large health system.\"" - [Methods, Application Description] - [Why it shows a designer barrier: constraints of the existing EHR prevented in-EHR development, forcing the team to adopt an alternative architecture to meet iteration and mobile requirements.]""]}",,Ballester et al. - 2021 - A Mobile Electronic Health Record Connected Application for Managing Team Workflows in Inpatient Car.txt,"Condition A: satisfied - The manuscript documents active user involvement (focus groups and ongoing clinician feedback), explicit iterative development and continued post-implementation iteration, and evidence of the full lifecycle (user needs elicitation, mockups/ideation, prototyping with staging data, and evaluation via usage metrics, time–motion studies, and surveys).; Condition B: satisfied - The paper reports multiple designer-facing constraints (limited part-time development/training resources, poor initial feedback mechanism hindering developer responses, mobile device availability and battery issues, uneven network coverage, and EHR integration limitations) that affected implementation and required adaptations.; Final rationale: Both the full HCD cycle and at least one designer-experienced task/constraint are clearly documented in the Methods, Results, and Discussion; therefore the study meets inclusion criteria.","A Mobile, Electronic Health Record-Connected Application for Managing Team Workflows in Inpatient Care"
"Hana Bangash, Laurie Pencille, Justin H. Gundelach, Ahmed Makkawy, Joseph Sutton, Lenae Makkawy, Ozan Dikilitas, Stephen Kopecky, Robert Freimuth, Pedro J. Caraballo, Iftikhar J. Kullo",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""Semi-structured qualitative interviews and usability testing sessions were conducted to obtain physician perspectives on two EHR-based CDS prototypes.\"" - [Methods: 2.2 Physician Interviews and Usability Testing]"", ""A2 Iteration: \""Four rounds of physician interviews and usability testing were conducted—new physicians, without prior exposure to the CDS tool, participated in each round and their feedback informed CDS prototyping and iterative refinements in subsequent rounds.\"" - [Methods: 2.2 Physician Interviews and Usability Testing]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Qualitative methodologies and a user-centered design process were applied within a type 1 effectiveness-implementation hybrid framework... The first prototype was a best practice alert (BPA)... The second prototype was an asynchronous in-basket alert... Following each interview, physicians were asked to complete a twenty five-question implementation survey... Both the BPA and in-basket CDS formats were deployed in 'silent mode' across all Mayo Clinic sites... for a three-month period (July 2019 to October 2019).\"" - [Methods: 2.2, 2.3, 2.4; Results: 3.4 Silent Mode Metrics]""], ""TASKS_elements"": [""\""Additionally, inherent EHR limitations prevented some physician feedback from being implemented in the final CDS tools that were deployed in the EHR.\"" - [Discussion: Limitations] - Why it shows a designer barrier: This is a technical/process constraint that directly prevented the design team from implementing user feedback and adapting the CDS as intended.""]}",,Bangash et al. - 2020 - An Implementation Science Framework to Develop a Clinical Decision Support Tool for Familial Hyperch.txt,"Condition A: satisfied - Clear evidence of active user involvement (interviews, think-aloud usability), explicit iterative cycles (four rounds; rapid prototyping until saturation), and all lifecycle phases (understanding via interviews, ideation/prototype development of BPA and in-basket, prototyping, and evaluation via usability testing, surveys, and silent-mode deployment).; Condition B: satisfied - The paper reports inherent EHR limitations that prevented implementation of some physician feedback, a designer-facing technical constraint that impaired their ability to perform design activities.; Final rationale: The study documents a complete, iterative user-centered HCD process with direct user shaping of the tool and reports at least one concrete designer-facing barrier (EHR limitations). Therefore it meets both Condition A and Condition B and is included.",An Implementation Science Framework to Develop a Clinical Decision Support Tool for Familial Hypercholesterolemia
Hana Bangash; Ahmed Makkawy; Justin H Gundelach; Alexandra A Miller; Kimberly A Jacobson; Iftikhar J Kullo,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""The initial prototype underwent a cognitive walkthrough, which was followed by usability testing with key stakeholders including genetic counselors and patients with familial hypercholesterolemia. Participants navigated the prototype using the think-aloud technique, and their feedback was used to refine features of the tool.\"" - Methods (Cognitive Walkthrough / Pilot Testing Program)"", ""A2 Iteration: \""Each round of user testing informed iterative refinements and modifications to the features of the prototype. User testing rounds were conducted until saturation was reached (ie, no new feedback was obtained).\"" - Methods (Pilot Testing Program)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""We used a hybrid type 1 implementation science framework and a collaborative user-centered design process to develop an interactive website intended to facilitate communication...\"" (ideation/design approach); \""At the start of each session, patients were prompted to describe their individual diagnostic journeys...\"" (understanding users) ; \""We used a digital platform ... to build an interactive clickable prototype of FH Family Share and to conduct user experience testing.\"" (prototyping) ; \""We conducted usability testing sessions... Patients were emailed a link to access the clickable prototype... and were asked to think aloud when navigating the prototype.\"" (evaluation) - Methods (Description of FH Family Share / Evaluation With Patients / Pilot Testing Program)""], ""TASKS_elements"": [""\""Usability testing sessions were limited to genetic counselors and patients with familial hypercholesterolemia—input from family members of patients with familial hypercholesterolemia would be useful in ensuring effective implementation of the tool in nonclinical settings.\"" - Limitations - This shows a designer-facing constraint: lack of access to family-member participants limited designers' ability to collect diverse user input and thus constrained design activities."", ""\""FH Family Share was not integrated with the electronic health record to enable ease of access in remote or underserved communities which may have different electronic health record systems in place.\"" - Limitations - This is a process/technical integration limitation that affected designers' ability to implement and test integration across settings, constraining deployment and evaluation activities."", ""\""Due to the COVID-19 pandemic, usability testing sessions conducted with patients were virtual and nonverbal cues could not be observed; however, screen sharing along with open-ended questions allowed us to obtain sufficient feedback which was often consistent across participants.\"" - Limitations - This indicates a constraint on designers' observational data (inability to observe nonverbal cues), which limited the richness of usability evaluation."", ""\""Expert feedback from the cognitive walkthrough resulted in a rebuild of the web-based tool to align it with institutional standards.\"" - Results (Cognitive Walkthrough) - This documents a process/technical issue that forced the design team to adapt and rebuild the prototype, evidencing a designer-facing barrier during development.""]}",,Bangash et al. - 2022 - Web Based Tool FH Family Share to Increase Uptake of Cascade Testing for Familial Hypercholesterolem.txt,"Condition A: satisfied - The study documents active user involvement (genetic counselors and patients provided think-aloud feedback used to refine the tool), explicit iterative cycles with refinements after each testing round, and evidence of the full lifecycle (user understanding through diagnostic-journey prompts, design process/ideation described, creation of interactive prototypes, and repeated usability evaluations).; Condition B: satisfied - The paper reports multiple designer-oriented constraints: limited participant types (no family-member input), inability to observe nonverbal cues due to virtual sessions (COVID), lack of EHR integration limiting implementation/testing, and a required rebuild after expert cognitive walkthrough to meet institutional standards.; Final rationale: All inclusion criteria are met (full HCD cycle with user involvement, iteration, and lifecycle phases) and there is clear evidence of designer-facing task constraints affecting development and evaluation, so the study should be included.",Web-Based Tool (FH Family Share) to Increase Uptake of Cascade Testing for Familial Hypercholesterolemia: Development and Evaluation
Lauren R. Bangerter; Monica Looze; Barbara Barry; Kathleen Harder; Joan Griffin; Meredith Dezutter; Nandita Khera; Sikander Ailawadhi; Karen Schaepe; Kristin Fischer,Medium,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""Phase 3 employs human-centered design evaluation, engaging caregivers to respond to low-fidelity concepts and scenarios to help co-design an optimal tool for HSCT.\"" - Methods / Abstract"", ""A2 Iteration: \""The feedback was used to 'iterate' on the concepts in a cycle of continuous improvement and optimization for potential users.\"" - Phase 3 Methods (Concept evaluation)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Phase 1 focuses on breadth and depth of information gathering through a systematic review and semi-structured interviews... Phase 2 engages in human-centered design synthesis and visualization methods to identify key opportunities for the HIT design. Phase 3 employs human-centered design evaluation, engaging caregivers to respond to low-fidelity concepts and scenarios...\"" - Abstract / Methods (Phase 1, Phase 2, Phase 3); additionally, \""the design team synthesized ideas... into the following future state concept storyboards\"" and \""we conducted concept evaluation exercises during interviews with caregivers (n = 5)\"" - Phase 2 Results and Phase 3 Methods""], ""TASKS_elements"": [""\""Our study has several limitations. First, although we collected data from three different transplant centers, our sample sizes are not representative of the larger HSCT caregiver population.\"" - Study limitations - This indicates limited sample diversity/size that constrained the designers' data and may have limited their ability to generalize or fully explore diverse caregiver needs during design activities."", ""\""Second, our study did not include HSCT recipients. A future direction of our work is to build knowledge of how HIT-enabled tools can dually benefit caregivers and HSCT recipients.\"" - Study limitations - The omission of recipient perspectives limited the design team's ability to incorporate recipient-caregiver dyad feedback into the design, constraining co-design scope.""]}",,Bangerter et al. - 2022 - A hybrid method of healthcare delivery research and human centered design to develop technology enab.txt,"Condition A: satisfied - The paper documents active user involvement (surveys, semi-structured interviews, concept evaluations/co-design activities), explicit iterative refinement ('iterate' on concepts), and evidence of the full lifecycle (understanding via interviews/surveys, ideation via workshops and journey maps, prototyping via low-fidelity storyboards, and evaluation via concept testing and card-sorts).; Condition B: satisfied - The authors explicitly report limitations that impacted the design team's data and scope: non-representative/small sample sizes and exclusion of HSCT recipients, which constrained the designers' ability to obtain diverse and dyadic input for design decisions.; Final rationale: The study describes a complete human-centered design cycle with active caregiver involvement and documented iterative refinement, and it reports participant/sample limitations that directly affected the designers' data and scope; therefore it meets both Condition A and Condition B and is included.",A hybrid method of healthcare delivery research and human‑centered design to develop technology‑enabled support for caregivers of hematopoietic stem cell transplant recipients
"ASMAA BARAKAT, HANY AYAD & ZEYAD EL-SAYAD",High,Exclude,"{""HCD_fullcycle"": [""A1 User Involvement: [\""Six design proposals were proposed based on end-users’ needs questionnaire results and evidence-based design.\"" - Methods (3.3 Creating design proposals)]"", ""A2 Iteration: [\""The following steps were adopted: 1. Understanding the needs of end-users through questionnaires and evidence-based design. 2. Creating various design proposals. 3. Evaluation of the proposals to select the optimum proposal. 4. Using Mobile Brain/Heart Imaging and self-reporting measures to quantify the optimal proposal’s end-user affective state.\"" - Methods (Section 3, Figure 1)]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): [Understanding: \""Understanding the needs of end-users through questionnaires\"" - Methods (3.2 End users’ needs questionnaire) ; Ideation: \""Six design proposals were proposed\"" - Methods (3.3) ; Prototyping: \""presented as a 360-panorama on a full HD laptop\"" and still images printed on A0 sheets - Methods (3.4, 3.5) ; Evaluation: \""The SAM test and a 5-point Likert scale of stress level were recorded and compared to the results of the EEG and HRV.\"" - Methods (3.5) and Results (4.3)]""], ""TASKS_elements"": [""\""One of the most important considerations in designing this study was the participant’s affective mood state; they should not have a high level of depression in order for the results of EEG and HRV to be unaffected by depression; thus, PHQ-9 is required to decide whether to use mobile brain/heart imaging or not.\"" - Discussion/Limitations - [Designers had to exclude participants based on PHQ-9 scores, reducing eligible sample and constraining use of imaging]"", ""\""Another issue is participants’ willingness to wear the EEG headband without fear of being electrically shocked, as some students claimed; thus, the type of headband is critical to be simple and familiar in shape.\"" - Discussion/Limitations - [Participant reluctance constrained data collection and forced designers to select specific headband types/approaches]""]}",Did not meet Condition A: no explicit evidence of iterative design cycles (repeated refinement/feedback-redesign loops) reported.,Barakat A. et al. - 2022 - AN INTEGRATED APPROACH TO USER CENTERED DESIGN MOBILE BRAIN HEART IMAGING IN VIRTUAL REALITY.txt,"Condition A: not satisfied - while the study includes user involvement (needs questionnaires and participant selection of proposals) and covers understanding, ideation, prototyping (still images/360-panorama) and evaluation (SAM, Likert, EEG/HRV), there is no explicit evidence of iteration or repeated refinement cycles (no multiple rounds of feedback-redesign reported).; Condition B: satisfied - the paper documents designer-facing constraints (participant exclusion due to PHQ-9 and participant unwillingness to wear the headband) that limited data collection and affected design activities.; Final rationale: Exclude because Condition A (full HCD cycle) is not met due to lack of explicit iterative cycles, despite Condition B being satisfied by documented participant-related constraints that affected the designers' ability to carry out imaging and evaluation.",AN INTEGRATED APPROACH TO USER-CENTERED DESIGN: MOBILE BRAIN/HEART IMAGING IN VIRTUAL REALITY
"Paul J Barr, William Haslett, Michelle D Dannenberg, Lisa Oh, Glyn Elwyn, Saeed Hassanpour, Kyra L Bonasia, James C Finora, Jesse A Schoonmaker, W Moraa Onsando, James Ryan, Martha L Bruce, Amar K Das, Roger Arend, Sheryl Piper, Craig H Ganoe",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""Findings from each round informed the agile software development process.\"" - Methods/Abstract"", ""A2 Iteration: \""Our approach incorporated UI development conducted through 5 iterative rounds of usability sessions.\"" - Methods: Study Design: Overview"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Community Engagement... 2 Lunch and Listen workshops were conducted with patients and family volunteers... Responses from these workshops informed the initial layout, features, and desired functionality of the HealthPAL system\"" (Understanding users) / \""In the first round, we used paper prototypes and focused on feature envisionment. We moved to low-fidelity and high-fidelity versions of the HealthPAL in later rounds\"" (Ideation & Prototyping) / \""Task completion and critical incidents were recorded in each round, and the System Usability Scale was completed by participants using the digital prototype in later rounds\"" (Evaluation) - Methods: Community Engagement; Paper Prototyping; Summative Software Usability Sessions; Data Collection and Analysis""], ""TASKS_elements"": [""\""As we moved to later rounds of user testing, it was also necessary for participants to have internet access at home to review the recording system before the usability session.\"" - Methods: Participants - [This imposed a participant access constraint that limited who could participate and therefore constrained designers' pool of end-user testers]"", ""\""Our sample was predominately White and college educated, reflecting the demographics of the region where our study took place. Further work is needed with individuals from more diverse ethnic and racial groups and from those with lower educational attainment levels.\"" - Limitations - [This reduced the diversity of user feedback available to designers and therefore limited designers' ability to obtain broader representativeness during design iterations]"", ""\""However, at this stage of development, we used human transcription and manual tagging of recordings by 2 clinically trained annotators (JAS and WMO).\"" - Methods: Summative Software Usability Sessions - [Technical/resource constraint: inability to use automated NLP annotations at this stage forced manual, labor-intensive processes affecting development workflow and scalability]""]}",,Barr et al. - 2021 - An Audio Personal Health Library of Clinic Visit Recordings for Patients and Their Caregivers Health.txt,"Condition A: satisfied - The study reports explicit user involvement (workshops, co-design, iterative usability sessions), clear iterative refinement (5 rounds), and evidence of all lifecycle phases (user understanding via workshops/interviews, ideation via paper prototypes, prototyping at low & high fidelity, and evaluation via usability sessions, task completion metrics, critical incidents, and SUS).; Condition B: satisfied - The paper documents designer-facing constraints: participant access requirement for internet (limiting recruitment), limited sample diversity (reducing variety of design feedback), and reliance on manual transcription/tagging because NLP models were not yet applied (a resource/technical constraint affecting design/testing work).; Final rationale: Both Condition A (full HCD cycle) and Condition B (designers experienced concrete constraints that affected their design work) are met based on explicit statements in Methods and Limitations; therefore the paper should be included.",An Audio Personal Health Library of Clinic Visit Recordings for Patients and Their Caregivers (HealthPAL): User-Centered Design Approach
