authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
"Anthony Faiola, Haleh Vatani, Kate Greenhill, Manjula Bhuma, Mangilal Agarwal",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""Twelve Type 1 and 2 diabetics were interviewed to deduce user requirements and to understand their perception and level of interest in the proposed mobile system.\"" - Abstract / Design Iterationâ€”Phase 1"", ""A1 User Involvement: \""Participants received eight open-ended interviews and 13 multiple-choice survey questions. At the conclusion of the questionnaire, participants were shown the first iteration of the mobile app interface designs, with follow-up questions related to benefits, functionality, and overall appeal.\"" - Methodâ€”User Requirements and Design Testing"", ""A2 Iteration: \""This paper presents the first two (prototype) design iterations of research and testing of HYPOalert.\"" - Abstract"", ""A2 Iteration: \""Design Iterationâ€”Phase 1\"" and \""DESIGN ITERATIONâ€”PHASE 2\"" (section headings describing first and second iterations) - Design Iteration sections"", ""A3 Lifecycle: Understanding: \""we performed a user requirements studyâ€”focusing on understanding user needs through questionnaire, semi-structured interviews\"" - Design Iterationâ€”Phase 1"", ""A3 Lifecycle: Ideation: \""Based on a preliminary review of existing diabetes products and mobile applications, we developed a series of exploratory static/rapid interfaces for inspection by diabetes patients.\"" - Design Iteration Process"", ""A3 Lifecycle: Prototyping: \""Figure 2 illustrates the first conceptual iteration of HYPOalert...\"" and \""Findings from the first iteration and the review... informed our design of the interactive prototype (Figure 3) of phase two.\"" - Design Iteration sections"", ""A3 Lifecycle: Evaluation: \""At the conclusion of the questionnaire, participants were shown the first iteration of the mobile app interface designs, with follow-up questions related to benefits, functionality, and overall appeal.\"" and \""Findings provided design requirements and the usersâ€™ overall perception and interest in a breath smart sensor app for supporting HYPO monitoring.\"" - Methodâ€”User Requirements and Design Testing / Findings""], ""TASKS_elements"": []}","Condition B not satisfied - no evidence of designer-facing difficulties, constraints, or barriers reported in Methods/Results/Discussion/Limitations.",Faiola et al. - 2018 - HYPOalert Designing Mobile Technology for Hypoglycemic Detection and Monitoring Based on Human Breat.txt,"Condition A: satisfied - The paper documents active user involvement (interviews, questionnaires, prototype review), explicit multiple design iterations (first and second iterations), and evidence of the four lifecycle phases (user understanding, ideation, prototyping, and evaluation of the first iteration).; Condition B: not satisfied - The manuscript contains no explicit descriptions of difficulties, constraints, or barriers experienced by the designers (e.g., recruitment problems that impeded design, resource/time limits that forced changes, participant drop-outs affecting iteration).; Final rationale: Although the study meets the full HCD cycle criteria (Condition A), it fails Condition B because there is no reported evidence of designer-facing tasks, constraints, or barriers during the project. Per decision rules, both conditions are required for inclusion.",HYPOalert: Designing Mobile Technology for Hypoglycemic Detection and Monitoringâ€”Based on Human Breath
"Ibidun Fakoya, Claire Cole, Chris Larkin, Melanie Punton, Eleanor Brown, Ahna Ballonoff Suleiman",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""Teams collected data using a range of qualitative research methods (e.g., observations, promoted discussions, photo narratives, card sort, and in-depth interviews). During formative research, youth designers acted as note-takers, interpreters, and interviewers.\"" - Inquiry (Methods)"", ""A2 Iteration: \""These findings were iteratively incorporated into recruitment strategies. The youth-adult teams analyzed iteratively in the field using simple tools (post-its and flip charts). Team members described and reflected on interviews and observations, highlighting extreme cases and identifying emerging themes.\"" - Inquiry / Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""A360 consisted of four phases: (1) Inquiry: youth-engaged formative research...; (2) Insight synthesis: collaborative analysis across expertise to generate themes to inform design; (3) Prototyping: quickly developing and testing rudimentary versions of solutions...; and (4) Adaptive implementation: ongoing inquiry and refinement, critical reflection, and iterative evaluation of solutions.\"" - Adolescents 360 (Methods)""], ""TASKS_elements"": [""\""building the skills and capacity of youth designers and adult partners was costly, both financially and in terms of staff time and skill.\"" - Implications for practice / Form Transdisciplinary Teams - This indicates resource limits (financial and staff-time) that affected designers' ability to sustain youth engagement and perform design activities."", ""\""Initially, 6 months were allocated testing tangible solutions. However, delays during the design research phases shortened this phase to just 6 weeks per county. This duration was inadequate to rigorously test the solutions in real-world settings and feed data and learning back into the solutions to course correct.\"" - Table 2 / Create tangible products or services - This is a time/resource constraint that prevented designers from conducting adequate real-world testing and iterative refinement."", ""\""Embedding youth designers enhanced the validity of the analysis and interpretation of data; however, resources were limited for youth engagement, and consequently, in-country teams found it challenging to recruit and retain a sustained cohort of young people.\"" - Table 1 / Form Transdisciplinary Teams - This documents recruitment/retention difficulties that limited designers' staffing and continuity."", ""\""In the context of low- and middle-income countries, recruiting and working with extreme users was frequently challenging due to security, logistical concerns, and the political context.\"" - Table 2 / Recruit and work with extreme users - This shows participant access constraints that hindered designers' ability to engage certain user groups as partners."", ""\""teams (particularly those who were new to design) struggled to synthesize insights using the rapid and iterative methods usual to design research.\"" - Table 2 / Cultivate greater empathy - This describes skill/knowledge gaps and process difficulties experienced by designers during analysis/iteration.""]}",,Fakoya et al. - 2022 - Enhancing Human Centered Design With Youth Led Participatory Action Research Approaches for Adolesce.txt,"Condition A: satisfied - The paper documents active user/stakeholder involvement (youth designers engaged in data collection, analysis, and design), explicit iterative refinement cycles (iterative analysis, prototyping, and adaptive implementation), and a complete lifecycle covering inquiry (formative research), ideation/insight synthesis, prototyping (73 prototypes across countries), and evaluation/adaptive implementation (pilots and independent process evaluation).; Condition B: satisfied - The paper reports multiple designer-facing constraints: financial and staff-time resource limits for youth engagement, shortened testing timelines that impeded rigorous real-world testing, recruitment and retention challenges for youth designers and extreme users, and skill/process difficulties synthesizing rapid design researchâ€”each of which affected designers' ability to carry out design activities.; Final rationale: Both Condition A (full HCD cycle with active user involvement and iteration) and Condition B (documented designer-facing tasks/constraints) are met in the Methods/Results/Discussion/Limitations content provided, so the study should be included.",Enhancing Human-Centered Design With Youth-Led Participatory Action Research Approaches for Adolescent Sexual and Reproductive Health Programming
"Janette Fanio, Erin Zeng, Brian Wang, David J. Slotwiner, Meghan Reading Turchioe",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: In prior work we defined the scope of the decision aid, conducted needs assessments with patients and clinicians, determined the format and distribution plan, and reviewed and synthesized evidence about treatment options as well as optimal decision aid design. (Methods)"", ""A1 User Involvement: The final interactive prototypes were used for alpha testing with patients; during each session we collected qualitative data regarding general reactions and suggestions for improved usability, appearance, and satisfaction. (Alpha testing / Methods)"", ""A2 Iteration: Prototype development occurred in three phases: low-fidelity prototyping, high-fidelity prototyping, and expert feedback incorporation; we iterated upon these prototypes until the entire research team was satisfied with the content and visual elements in the prototypes. (Prototype design and development / Methods)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): Understanding - 'Our needs assessment with 15 patients and 5 clinicians underscored the need for decision aids in this specific treatment decision, and generated suggestions regarding the format and delivery of the decision aid.' (Methods/prior work); Ideation - 'During low-fidelity prototyping we created a set of hand-drawn rough sketches, which we iterated upon until agreeing upon a design theme and common elements.' (Prototype design and development / Methods); Prototyping - 'We then created high-fidelity prototypes using Adobe XD... The final interactive prototypes were used for alpha testing with patients.' (Prototype design and development / Methods); Evaluation - 'Alpha testing involves evaluating early stage prototypes with patients for usability and comprehension... During each session... participants were shown a series of screens displaying the high fidelity prototype. We collected qualitative data... and administered the Decision Aid Acceptability Scale.' (Alpha testing / Methods)""], ""TASKS_elements"": [""Recruitment constraint: 'Recruitment concluded after five participants were enrolled in alpha testing because thematic saturation was reached.' - [Results] - [Why it shows a designer barrier: early termination at five participants limited the amount of user data available to iterate and validate design decisions, constraining designers' ability to test with larger/diverse samples and possibly limiting further refinement.]"", ""Sample representativeness limitation: 'Our study was limited primarily by the small sample size due to thematic saturation being reached after only five participants were enrolled, which may narrow the generalizability of findings. Moreover, the sample did not include a wide range of older adults based on age or technology comfort, which may further limit generalizability.' - [Limitations] - [Why it shows a designer barrier: the lack of diverse participant ages and technology comfort levels reduced designers' access to varied user input, restricting the ability to design inclusively and validate designs across target user subgroups.]"", ""Participant characteristic constraint: 'The majority of participants were non-Hispanic/Latino White with high education levels and high technology experience. All had adequate or more than adequate financial resources and owned a laptop and an iPhone.' - [Results] - [Why it shows a designer barrier: homogenous, highly tech-savvy sample limited exposure to barriers faced by lower-resourced or less tech-comfortable users, constraining designers' understanding of accessibility needs and potentially preventing necessary design adaptations.]""]}",,Fanio et al. - 2023 - Designing for patient decision making Design challenges generated by patients with atrial fibrillati.txt,"Condition A: satisfied - The study documents user involvement (needs assessment and alpha testing with patients), explicit iteration across low- and high-fidelity prototypes with expert feedback, and evidence of the full lifecycle (understanding users, ideation via sketches, prototyping, and evaluation via alpha testing).; Condition B: satisfied - The paper reports concrete constraints encountered during the design/evaluation (small sample size, early recruitment termination after five participants, lack of age and technology diversity) that affected the designers' ability to perform comprehensive testing and iterative refinement across diverse users.; Final rationale: Both the full HCD cycle requirements and at least one designer-oriented task/constraint are explicitly present in the Methods/Results/Limitations; therefore the study meets inclusion criteria.",Designing for patient decision-making: Design challenges generated by patients with atrial fibrillation during evaluation of a decision aid prototype
Charic D Farinango; Juan S Benavides; JesÃºs D CerÃ³n; Diego M LÃ³pez; Rosa E Ãlvarez,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""To gather user information, a survey sample of 1,187 individuals, eight interviews, and a focus group with seven people were performed.\"" - Methods"", ""A2 Iteration: \""Throughout five iterations, three prototypes were built.\"" - Methods / Results"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""OpenUP/MMU-ISO 9241-210 is a software development process ... which integrates to its phases of development ... the four main UCD activities specified in the ISO 9241-210 standard: understand and specify the context of use, specify the user requirements, produce design solutions to meet user requirements, and evaluate the designs against requirements.\"" - Methods""], ""TASKS_elements"": [""\""The project cannot afford a health professional available 24 h a day and 7 days a week, so online communication with a medical doctor was discarded.\"" - Results (Evaluation of the first design prototype) - [Resource limit: lack of funding/staff forced designers to remove planned functionality]"", ""\""As the PHR-S is not interoperable with electronic medical records of patientâ€™s health care providers, users will not be able to share their PHR with their family doctors.\"" - Results (Evaluation of the first design prototype) - [Process/technical issue: integration constraint prevented designers from implementing sharing with providers]"", ""\""This prototype was implemented in Indivo, which comes with its own interface and functionalities. In consequence, it added factors that complicated userâ€™s performance in the test.\"" - Discussion/Results - [Technical/platform constraint: external platform limitations affected design choices and usability testing]"", ""\""UCD activities increased the complexity of the development process, in terms of time and documentation.\"" - Discussion - [Resource/process burden: increased time/documentation requirements experienced by the design team]""]}",,Farinango et al. - 2018 - Human centered design of a personal health record system for metabolic syndrome management based on.txt,"Condition A: satisfied - The Methods and Results document direct user involvement (surveys, interviews, focus group), explicit iterative development (five iterations, three prototypes), and all four UCD lifecycle activities (context understanding, ideation/design, prototyping, and evaluation/usability testing).; Condition B: satisfied - Multiple explicit statements describe constraints experienced by the design team (resource limitation removing 24/7 doctor availability, lack of interoperability with clinical records, platform-imposed limitations, and increased time/documentation burden) that affected design decisions and capabilities.; Final rationale: Both Condition A (full HCD cycle met) and Condition B (designer-facing task/constraint evidence) are clearly supported by the Methods, Results, and Discussion, so the study meets inclusion criteria.",Human-centered design of a personal health record system for metabolic syndrome management based on the ISO 9241-210:2010 standard
"David Farrell, Patty Kostkova, Lisa Lazareck, Dasun Weerasinghe, Julius Weinberg, Donna M. Lecky, Niels Adriaenssens, Tereza Koprivova Herotova, Jette Holt, Pia Touboul, Kyriakoula Merakou, Raffaella Koncan, Anna Olczak-Pienkowska, AntÃ³nio Brito AvÃ´, Jose Campos, Cliodna A. M. McNulty",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""Development of the games used feedback acquired from children in four schools across the UK (Glasgow, London and two in Gloucester). The children were selected according to their willingness to participate.\"" - [Methods: Developing the games / Participants]"", ""A2 Iteration: \""We used a standard iterative software development methodology.\"" and \""By engaging with play-testers frequently (in keeping with the methodology of user-centred design techniques), it was possible to iteratively develop games that ensured player satisfaction.\"" - [Methods: Developing the games / Conclusions]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""a focus group with five senior-school teachers...\"" and \""Focus groups were held with a small number of children... to find out what kind of games they enjoyed\"" (Understanding); \""it was decided... that a platform game... and a story-based play experience... was chosen\"" (Ideation/genre selection) - [Methods: Contexts/Genres]; \""Figure 2... Figure 7...\"" and descriptions of levels/missions (Prototyping/implementation); \""Throughout development, frequent developmental evaluations using play-tests, focus groups and observational studies were used to test new features and to ensure that the games would be enjoyed by children.\"" (Evaluation) - [Methods / Design mechanics / Conclusions]""], ""TASKS_elements"": [""\""An attempt was made to identify the technical capabilities of these computers, but it was not possible to determine this. The games were therefore designed to be suitable even for low-specification computers.\"" - [Methods: Hardware and software platforms] - [Why it shows a designer barrier: inability to determine classroom hardware forced the designers to adapt and constrain technical design choices to low-spec targets]"", ""\""The range of schools with broadband access varied considerably between countries, with Greece relying largely on dial-up connections.\"" - [Methods: Hardware and software platforms] - [Why it shows a designer barrier: variability in network infrastructure constrained technology choices and required trade-offs to ensure cross-country accessibility]"", ""\""Because of the difficulty in arranging the use of dedicated computer rooms for a class, and in order to increase the likelihood of the games being played by children out of class, it was decided that the games would stand independently of the e-Bug pack\"" - [Methods: Contexts in which the games would be played] - [Why it shows a designer barrier: logistical constraints (access to computer rooms) directly forced a change in the planned design/integration]"", ""\""Flash Version 8... was chosen to ensure that even older computers would be able to play the games. If a newer version of Flash (or an alternative technology) was required, it might be necessary for teachers to request administrative rights to their computers in order to install the web browser plug-in.\"" - [Methods: Hardware and software platforms] - [Why it shows a designer barrier: deployment/technical limitations and administrative restrictions influenced technology selection and design decisions]""]}",,Farrell D. et al. - 2011 - Developing e Bug web games to teach microbiology.txt,"Condition A: satisfied - The paper documents active user involvement (focus groups, play-testers, developmental evaluations), explicit iterative development, and evidence of the four lifecycle phases (user understanding, ideation/genre selection, prototyping/implementation, and evaluation/play-tests).; Condition B: satisfied - Multiple described constraints affected designers' activities and forced adaptations (unknown classroom hardware, variable broadband access, difficulty arranging computer rooms, and technology/installation constraints), meeting the TASKS criteria.; Final rationale: The study reports a full HCD cycle with active user participation and iterative refinement, and it explicitly describes designer-facing constraints that shaped design decisions; therefore it meets both Condition A and Condition B and is included.",Developing e-Bug web games to teach microbiology
Matthias Fassl; Lea GrÃ¶ber; Katharina Krombholz,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""We applied a four-stage User-Centered Design process: (1) five collaborative design workshops with ten potential users to gather ideas and drawings that reflect usersâ€™ perceptions of authentication ceremonies and trust establishment, (2) a security evaluation that narrowed the design space, (3) an iterative storyboard prototyping approach with 18 participants to improve usability and collect participantsâ€™ preliminary security perceptions, and (4) an online evaluation of the prototypes on Amazon MTurk with N = 131 participants.\"" - Introduction"", ""A2 Iteration: \""We used an iterative approach with alternating field-work and revision of the prototypes. ... After we improved all storyboard prototypes we recruited new participants in the field and started a new iteration of the prototyping approach.\"" - Section 6 Iterative Storyboard Prototyping"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""(1) Collaborative Design Workshops... (2) Narrowing Down the Design Space... (3) Iterative Storyboard Prototyping... (4) Evaluation. ... We describe each of the steps in a separate section in the remaining paper.\"" - Section 3 Design Method""], ""TASKS_elements"": [""\""However, we did not implement this suggestion since we could not decide on fitting imagery and our paper-based prototyping approach does not work well with animations.\"" - UX Expert Feedback (Section 6.2) - This shows a process/technical constraint experienced by the design team: the chosen low-fidelity, paper-based prototyping method prevented implementation of UX expert suggestions (animations/imagery), limiting design iteration possibilities."", ""\""The required sample size for a medium effect size ... is 144 participants, which was our lower bound recruitment goal. ... After removing them, our final dataset consists of N = 131.\"" - Section 7 Evaluation/Analysis - This shows a resource/participant access constraint: the team did not reach their planned sample size, reducing statistical power and affecting their ability to detect usability effects."", ""\""Our evaluation used a scripted online experience instead of a lab study. Previous work [3, 7] found that remote asynchronous usability testing discovers fewer usability issues than lab testing, which is offset by easier participant recruitment.\"" - Limitations (Section 8) - This indicates a methodological constraint affecting designers' ability to perform in-depth usability evaluation (choice of online scripted evaluation limited discovery of usability issues)."", ""\""We recruited participants for our collaborative design workshops and iterative storyboard prototyping sessions in stable, economically rich countries of the global north. This population faces few threats in their daily life â€“ which influences the resulting prototypes.\"" - Limitations (Section 8) - This describes participant access/data diversity limitations that constrained the designers' ability to capture a broader range of threat models and thus influenced design outcomes."", ""\""Since the workshops were conducted in a different language the researchers translated the codebook, quotes, and the shown drawings.\"" - Section 4 Analysis - This is a process constraint (translation) the team had to handle, affecting coding/analysis workload and potentially interpretation during design iterations.""]}",,Fassl M. et al. - 2021 - Exploring user centered security design for usable authentication ceremonies.txt,"Condition A: satisfied - The paper reports direct and repeated user involvement (collaborative workshops, participatory concept generation), explicit iterative refinement (multiple prototyping iterations and UX expert feedback), and all four lifecycle phases (understanding via workshops, ideation in workshops, prototyping via storyboards, and evaluation via online study).; Condition B: satisfied - The paper documents multiple designer-facing constraints (paper-based prototyping limiting implementation of UX suggestions, not meeting planned sample size, use of online scripted evaluation vs lab, recruitment limited to global north participants, and translation burdens) that affected the design process and evaluation.; Final rationale: Both the full HCD cycle (A1-A3) and at least one valid designer-facing TASKS element are present in the Methods/Results/Limitations, so the study meets inclusion criteria.",Exploring User-Centered Security Design for Usable Authentication Ceremonies
Muhammad Almeriztama Fauzan; Dawam Dwi Jatmiko Suwawi; Aristyo Hadikusuma,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""In this research, the method used is User-Centered Design (UCD) which involves the user in every process.\"" - Methods (Introduction / Methodology)"", ""A1 User Involvement: \""Researchers recruited five fixed participants for each stage of this research. These 5 participants will take part in usability and interviews.\"" - Methods (Context Analysis / Determine participants)"", ""A2 Iteration: \""1) Low-Fidelity Design: ... The goal of making low-fidelity designs is to get feedback from the user at the initial stage.\"" and \""2) High-Fidelity Design: After creating a low-fidelity design, researchers created a high-fidelity version ...\"" and \""3) Prototype: ...\"" - Methods (Design)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The e-library mobile application's design was performed using the UCD method. This method has four steps to follow: a) context analysis; b) defining the requirements; c) design; d) evaluation.\"" - Methods (Methodology)""], ""TASKS_elements"": [""\""Due to this research's time constraints and qualitative nature, Researchers could take on 5 participants.\"" - Methods (Context Analysis / Determine participants) - This states a resource/time constraint experienced by the researchers that limited participant numbers, a designer-facing limitation affecting study design and data collection.""]}",,Fauzan M.A. et al. - 2023 - User Interface Design for A University E Library Mobile App Using User Centered Design.txt,"Condition A: satisfied - The paper documents user involvement through interviews and repeated engagement across stages (context analysis, persona interviews, low-fidelity feedback), shows iterative refinement from low-fidelity to high-fidelity to prototype, and presents all four lifecycle phases (understanding, requirements/ideation, prototyping, evaluation).; Condition B: satisfied - The authors explicitly report time constraints that limited participant recruitment, a resource limitation that affected designers' ability to conduct broader user studies.; Final rationale: The study reports a complete UCD cycle with active user involvement and iterative design steps, and documents a concrete designer-facing constraint (time limiting participant number); therefore it meets both Condition A and Condition B and is included.",User Interface Design for A University E-Library Mobile App Using User-Centered Design
Somayeh Fazaeli; Taleb Khodaveisi; Ali Khorsand Vakilzadeh; Mehdi Yousefi; Atousa Ariafar; Mohsen Shokoohizadeh; Saeed Mohammad-Pour,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: This focus group discussion was held with the presence of 10 potential users of the system, including hospital managers, nursing managers, heads of relevant departments (infectious disease specialists), and heads of COVID-19 committees (emergency medicine specialists). - Methods"", ""A2 Iteration: In the final phase (i.e., evaluation of the designs), 1 week after the prototype was available to users, the third focus group was held with the same participants who had attended the second focus group... Eventually, the final version of the dashboard system was developed after the comments and suggestions received from users and the required changes were applied to the designed prototype. - Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): Understanding: 'The main goals of designing this dashboard for real-time analysis and management of COVID-19 disease and the general features of this dashboard were examined through brainstorming during the first focus group discussion.' (Methods); Ideation/Design solutions: 'In the creation of the design solutions phase, the specialized software design team developed the dashboard prototype using the Power BI Desktop software based on the identified data elements and requirements from the previous step.' (Methods); Prototyping: 'the designed prototype was integrated with the hospital information system (HIS) and its capabilities and visual features were displayed to the users.' (Methods); Evaluation: 'their satisfaction was measured based on the end-user satisfaction model... The dashboard software was then provided to participants to evaluate after working with the dashboard through the completion of a designed paper questionnaire.' (Methods/Results)""], ""TASKS_elements"": [""Regarding the limitations of the present study, one can refer to the fact that due to the critical situation of the COVID-19 pandemic, focus group interviews with potential users were withheld. Moreover, since the present study was conducted in only one center, the number of participants involved in the development and implementation of the dashboard was small. - Discussion/Limitations - This describes a constraint that affected designers' ability to conduct planned user engagement (withheld focus group interviews) and resulted in a small participant pool, limiting designers' access to user feedback and data.""]}",,Fazaeli et al. - 2021 - Development Implementation and User Evaluation of COVID 19 Dashboard in a Third Level Hospital in Ir.txt,"Condition A: satisfied - The Methods report explicit user involvement in multiple focus groups and nominal group technique (A1), multiple iterative cycles including prototype, third focus group and finalization after feedback (A2), and documented steps covering understanding users, ideation/design, prototyping, and evaluation (A3).; Condition B: satisfied - The Limitations state focus group interviews were withheld due to the pandemic and the study had a small participant pool, which limited designers' ability to engage users and gather feedback during design.; Final rationale: The paper documents a full user-centered design cycle with active user participation and iterative refinement, and also reports design-facing constraints (limited/withheld focus groups and small sample) that impacted the design process; therefore it meets both Condition A and Condition B and is included.","Development, Implementation, and User Evaluation of COVID-19 Dashboard in a Third-Level Hospital in Iran"
Giuseppe Fico; Antonio Martinez-Millana; Jan-Paul Leuteritz; Alessio Fioravanti; Maria Eugenia Beltran; Vicente Traver; Maria Teresa Arredondo,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""These factors were used for the creation of mock-ups that were evaluated and refined through focus groups and face-to-face interviews with end-users.\"" - Methods (2.1) "", ""A2 Iteration: \""The methodology of this study consisted in three iterative cycles: usage scenario definition, user archetype definition and system development, as described in Fig. 1.\"" - Methods (2.1)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""In the first cycle we defined a situation/problem-oriented representation of the disease involving patients and clinicians... These factors were used for the creation of mock-ups... The prototypes were assessed in usability tests and interviews with patients representing the different PERSONAs, providing feedback and substantial changes in the final system development (third and final cycle).\"" - Methods (2.1)""], ""TASKS_elements"": []}",No evidence of designer-experienced difficulties or constraints during the project (no TASKS elements reported),Fico et al. - 2019 - User Centered Design to Improve Information Exchange in Diabetes Care Through eHealth Results from a.txt,"Condition A: satisfied - The paper documents active user involvement, explicit three iterative cycles, and evidence of understanding (scenarios/interviews), ideation (technological factors and mock-ups), prototyping (mock-ups and prototypes), and evaluation (usability tests and pilot study).; Condition B: not satisfied - The manuscript does not report clear evidence of difficulties or constraints experienced by the designers (no statements about resource limits, participant access problems affecting design, designer cognitive/skill gaps, or process/technical issues that forced adaptations).; Final rationale: Because Condition A (full HCD cycle) is met but Condition B (designer-experienced task/constraint evidence) is not supported by the provided text, the paper is excluded.",User Centered Design to improve information exchange in Diabetes Care through eHealth: Results from a small scale exploratory study
Kelsie T Forbush; Kara A Christensen Pacella; Marianna L Thomeczek; Sara R Gould; Danielle A N Chapa; Brianne N Richson; Victoria L Perko; Joseph Ayres; Yiyang Chen; Sonakshi Negi,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""After the initial pilot-testing, we evaluated end user feedback collected in phase 2 and held 2 workshops with trainees (n=4) who served as BEST-U 1.0 treatment providers and made minor changes to the app based on their feedback.\"" - Phase 3: Redesign"", ""A1 User Involvement: \""Coaches reported that several participants expressed interest in having continuous access to the information from meal logs and daily surveys... coaches recommended the use of a PDF that compiled the data into a user-friendly format so that it could be downloaded from the Coachesâ€™ Dashboard and viewed and discussed with participants with ease.\"" - Phase 3: Redesign"", ""A2 Iteration: \""We undertook a 4-phase iterative development process that focused on user-centered design. The 4 phases included needs assessment ... prototype development and initial evaluation in a pilot trial, redesign, and further pilot-testing to assess the usability and acceptability of the final version of the mHealth app.\"" - Methods Overview"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Our needs assessment included 2 components. First, we surveyed the directors of treatment centers... Second, we conducted a needs assessment based on a literature review\"" (Understanding) - Phase 1: Needs Assessment; \""the study clinical research coordinator met once per week with the treatment development team to discuss content and create a paper-based outline of session content that was reviewed and revised at subsequent meetings\"" (Ideation) - Phase 2: Prototype Development; \""Once an outline was approved by all team members, the content was programmed into the PiLR MEI Research platform and pilot-tested by trainees\"" (Prototyping) - Phase 2: Prototype Development; \""we conducted an additional pilot study to assess the usability and acceptability of BEST-U 2.0 in university students (n=47)\"" (Evaluation) - Phase 4: Further Pilot-Testing""], ""TASKS_elements"": [""\""recruitment for this phase began during the COVID-19 pandemic, which resulted in some participants delaying or canceling participation because they did not want to complete the in-person medical examination.\"" - Phase 4: Further Pilot-Testing - Why: Participant access issues during COVID-19 hindered recruitment/enrollment, limiting designers' ability to run planned pilot-testing and iterate."", ""\""Toward the latter part of the project, we had a higher response than anticipated, with many more students expressing interest than we were able to serve, resulting in a staffing-driven bottleneck in admitting students to the program.\"" - Limitations - Why: Resource/personnel limits constrained the team's ability to enroll participants and scale testing, a designer-facing resource limitation."", ""\""a small number of surveys not being delivered to the participantsâ€™ BEST-U app during the intervention... PiLR computer engineers thoroughly investigated and troubleshooted the issue, which required a temporary halt in access to the app. However, because the participants were actively engaged in our treatment when these issues arose, we were unable to pause the study, which limited the testing capabilities of the computer engineers.\"" - Limitations - Why: Technical/platform failures interrupted data collection and limited the team's ability to perform iterative testing and fixes."", ""\""The PiLR platform does not allow users to review submitted information, and once a user advances the content of the app, they cannot return to the earlier screens... Coaches... reported difficulty in quickly reading and interpreting the raw data from the server. We attempted to address issues related to the coachâ€™s concerns about the readability of data by creating automated PDF weekly summary sheets... However, flaws in the summary sheets ... must be further improved in future versions of BEST-U for optimal clarity and usability.\"" - Limitations/Phase 3 - Why: Platform design constraints and data presentation issues created process/technical barriers experienced by designers and coaches during implementation."", ""\""We were limited in our ability to improve the attractiveness of the app because the PiLR platform has settings that limit the fonts, colors, and format options.\"" - Limitations - Why: Tool/platform restrictions prevented designers from making UI/visual improvements they desired, a technical/design constraint.""]}",,Forbush et al. - 2023 - The Building Healthy Eating and Self Esteem Together for University Students Mobile App to Treat Eat.txt,"Condition A: satisfied - The paper documents explicit user/stakeholder involvement (participant feedback and coach workshops), multiple iterative development phases, and evidence of the full lifecycle (needs assessment, ideation/outline, prototyping in PiLR, and pilot evaluations).; Condition B: satisfied - The manuscript reports multiple designer-facing constraints (COVID-related recruitment impacts, staffing bottlenecks, platform technical failures, data presentation limitations, and UI/format restrictions) that affected the team's ability to perform design and testing activities.; Final rationale: Both Condition A (full HCD cycle including user involvement, iteration, and complete lifecycle) and Condition B (documented designer-experienced tasks/constraints) are clearly met in Methods, Results, Discussion, and Limitations; therefore the study is included.",The Building Healthy Eating and Self-Esteem Together for University Students Mobile App to Treat Eating Disorders: User-Centered Research Design and Feasibility Study
